,Unnamed: 0,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_status_dv
inq_fi,-0.040300408,-0.017486951,-0.017486951,-0.017492555,0.132361453,-0.004179175,0.049483157,0.042088586,0.015002464,0.219374234,0.013045903,-0.017214214,0.107669437,0.065096996,-0.045962028,-0.088037695,0.162716688,-0.004266201,-0.004283407,-0.021502051,-0.021499861,-0.024406171,-0.003237433,-0.000444209,0.012003641,0.010791001,0.031990042,0.015275962,0.016566968,,-0.005943958,0.023712194,0.099610699,0.172104913,0.09437894,0.298385246,0.390271196,-0.223478536,0.155999413,0.158492524,0.10141354,0.131247216,-0.085847308,0.070920614,-0.022720937,1,0.079808049,0.536871127,0.318473882,0.055763272,0.002160056,-0.079453647,0.011460276,-0.005119569,0.005843057,-0.043976114,-0.070469781,-0.170847236,0.080047829,-0.056657213,0.047713564,-0.222917949,0.036101264,0.072789849,-0.003178955,0.008842927,0.020526041,0.048214072,0.176618188,0.060082668,0.060657668,0.01892771,0.108640059,0.004724856,-0.0074267,0.005553225,0.249079324,-0.027795707,-0.073007307,0.080580241,0.016279786,0.092414781,0.114123311,-0.044233179,0.152423744,-0.021283818
total_cu_tl,-0.014421799,0.085099751,0.085099751,0.085106107,0.00509293,0.068161984,0.048816421,0.075883941,0.024354091,0.049774938,-0.009922515,-0.007844263,0.117897358,0.008558868,0.045732383,0.022032513,0.297248558,0.03140224,0.03141971,0.063963854,0.063975444,0.063378423,0.032436857,0.01250404,0.011473187,0.010403766,0.073452287,-0.007156641,0.005539784,,-0.001163803,0.002380393,0.131697484,0.100038746,0.094477512,0.214700594,0.277686637,-0.144377015,0.128570516,0.042446233,0.008638522,0.017689959,-0.004122335,0.052176836,0.061414039,0.079808049,1,0.086711827,0.167195655,0.073632789,0.012241683,-0.01226572,0.009799077,-0.005572466,0.117725955,0.0734846,-0.019873043,-0.086708606,0.188602428,0.016683368,-0.003404635,-0.048592921,-0.002913646,0.005834019,-0.067974336,0.026163341,-0.041478409,0.01602257,0.299778192,0.064193299,0.125879004,0.033545278,0.118135548,-0.005340367,0.002472607,-0.002642989,0.128722686,0.036942485,0.00117386,0.020089521,-0.003562356,0.135570749,0.130094242,-0.008599068,0.154102281,-0.005087693
inq_last_12m,-0.01382786,0.000375697,0.000375697,0.000380711,0.15497765,0.017553371,0.076801128,0.01338123,0.027912072,0.483558579,0.009081883,-0.063138622,0.173850372,0.080550362,-0.018095438,-0.130148145,0.208928998,-0.041843604,-0.041843332,0.031462738,0.0314684,0.025740127,0.030626396,0.012692812,0.027984009,0.027291697,0.063816723,0.017394725,-0.004399566,,-0.005921382,0.02265491,0.130011747,0.324576287,0.068659284,0.356877821,0.280358392,-0.200031575,0.146776736,0.178036487,0.309489093,0.289237121,-0.079247717,0.027553405,0.030746123,0.536871127,0.086711827,1,0.397907103,0.062593892,0.037765026,-0.119179792,0.018516951,-0.006143128,0.019590145,-0.038190679,-0.172172863,-0.267131654,0.105424541,-0.124801253,0.045789573,-0.536628714,0.038224692,0.082996871,0.051713319,0.089730632,0.101719149,0.123504433,0.14333285,0.152269784,0.155008096,0.08621383,0.173135941,-0.003783444,-0.007936498,0.018213215,0.464525826,-0.036964472,-0.111280999,0.09682162,0.021008195,0.123931754,0.114818361,-0.003453998,0.134213955,-0.053372743
acc_open_past_24mths,-0.058399634,-0.008044799,-0.008044799,-0.008059949,0.168673075,0.012307051,0.069468443,0.072684449,-0.052118458,0.287164395,0.117781202,-0.063942085,0.489731994,0.09103919,-0.014533003,-0.221753329,0.436300735,-0.037769903,-0.037775187,0.003686997,0.003677746,-0.004413141,0.017928423,0.00971185,0.043648344,0.043395139,0.067220369,0.023802434,0.122029442,,-0.006853295,0.025201239,0.105406955,0.558258151,0.163241322,0.43413767,0.569303546,-0.282016452,0.19018948,0.226336529,0.658076754,0.849174911,-0.109414892,-0.039827616,0.117034229,0.318473882,0.167195655,0.397907103,1,-0.069583023,0.127229798,-0.180745612,0.00113818,-0.010015349,0.001975105,-0.052651025,-0.411230141,-0.455737869,0.069335873,-0.337477957,0.151484076,-0.217875331,0.125592558,0.084661519,0.229510831,0.342229693,0.312353298,0.304065993,0.249257939,0.466969632,0.401670672,0.337452198,0.488544346,-0.005082125,-0.003748694,-0.025902284,0.764885109,0.049788461,-0.166390622,0.115217599,0.014906867,0.114037725,0.153812719,0.069725895,0.179170516,-0.078827309
avg_cur_bal,0.031735988,0.231869002,0.231869002,0.231873408,-0.085754943,0.205017433,0.314040893,-0.043504616,0.043862741,-0.024208158,-0.053091126,0.002361894,-0.104366314,-0.049284073,0.282260842,0.134763969,0.052663843,0.077827811,0.077848586,0.182699644,0.182711535,0.187089703,0.094127834,0.025033821,0.002880267,0.00259595,0.128180936,-0.011185224,-0.035577265,,0.009205784,-0.016443449,0.828707347,-0.016366099,-0.02735583,0.050643988,0.05321442,-0.03704403,0.2113073,-0.00760806,-0.137425059,-0.184168702,0.267348131,0.09670102,0.199203425,0.055763272,0.073632789,0.062593892,-0.069583023,1,0.038470279,0.076057057,-0.002308044,0.020322175,0.116688112,0.135960208,0.163813515,0.028520979,0.464384211,0.169053196,-0.033775224,-0.022092158,-0.023465463,0.012431604,-0.116516851,-0.148943682,-0.122745727,-0.057845201,0.05938596,-0.187877414,-0.087959615,-0.150440777,-0.104081724,0.00530694,0.005995441,0.006835474,-0.040266166,-0.053102277,0.065032962,-0.074114603,-0.000348933,0.7957409,0.298396602,0.127015466,0.222464646,0.047220085
bc_open_to_buy,-0.029234604,0.213426811,0.213426811,0.213478567,-0.296409105,0.177038876,0.180299235,-0.040114526,-0.067887571,0.02059079,0.006847692,0.021981331,0.314873108,-0.086349264,0.178870303,-0.476508026,0.24327962,0.157514863,0.157525371,0.073754218,0.073801092,0.104487464,-0.04939332,-0.023284261,-0.024922875,-0.023364409,0.064900825,-0.014982646,0.033247576,,0.000526466,-0.022226534,0.169368337,0.0987682,-0.014149869,0.027638815,0.029137643,-0.027343824,0.047470327,-0.056673846,0.119281562,0.14346845,0.177977803,-0.466133476,0.672095529,0.002160056,0.012241683,0.037765026,0.127229798,0.038470279,1,-0.532791288,-0.010304136,-0.001704816,0.031815883,0.178503817,-0.072983815,-0.063778665,0.132043712,-0.118778313,-0.041060788,-0.02893787,-0.032529352,-0.088299029,0.259499969,0.125539118,0.50108066,0.436468871,0.003778332,0.373518538,0.321219677,0.136872986,0.317468679,-0.002539347,0.003189546,-0.045940127,0.10961336,0.172865478,-0.429113909,-0.097965221,-0.021549487,0.277717986,0.121870185,0.855268567,0.078603664,0.064064298
bc_util,0.067850626,0.045501851,0.045501851,0.045455023,0.275609733,0.071040905,-0.001165432,0.123090188,0.015744848,-0.074366155,0.009279816,0.042580586,-0.095660297,-0.019045375,0.180937506,0.868494232,-0.069684598,-0.064478822,-0.064477551,0.129751309,0.129721412,0.088156129,0.202204366,0.036125394,0.040555218,0.038160806,0.013667312,-0.030560569,-0.005523873,,-0.01665176,-0.029778245,0.046352458,-0.175929658,0.045488375,-0.098701169,-0.071954193,0.064338884,0.028895105,-0.045837803,-0.173461505,-0.17976472,0.31297566,0.608684539,-0.187963241,-0.079453647,-0.01226572,-0.119179792,-0.180745612,0.076057057,-0.532791288,1,-0.009359946,-0.011577544,0.062527541,0.012550614,0.125710719,0.127971375,0.017019662,0.146771309,0.024369683,0.089742429,0.025834879,-0.012212882,0.078784871,0.126489872,-0.172993859,-0.158507391,0.021734988,-0.146052773,-0.124858777,0.129718993,-0.096541553,-0.010124095,-0.009325631,0.001973345,-0.1864197,-0.046336888,0.84553587,-0.027578373,-0.005339123,-0.011321053,0.096734413,-0.250317962,0.025891845,-0.05690374
chargeoff_within_12_mths,0.005964934,-0.011100106,-0.011100106,-0.011115898,0.02514748,-0.008168007,-0.000170234,-0.000198545,0.12610492,0.018899123,-0.105166998,-0.030903117,0.002004231,-0.007924282,-0.014846871,-0.011212638,0.039100598,-0.009234267,-0.009246057,-0.004646575,-0.004646392,-0.007920107,0.006748641,-0.000917702,0.004480962,0.003941258,-0.00394739,0.033524901,-0.209112375,,0.036670709,0.008760147,-0.002738614,0.005043376,-0.003935769,-0.004235084,0.000411453,-0.001867727,-0.004966582,0.006336054,0.011716132,0.004651273,-0.028085566,-0.005106889,-0.015230423,0.011460276,0.009799077,0.018516951,0.00113818,-0.002308044,-0.010304136,-0.009359946,1,0.002151287,0.011543397,0.03056357,0.000983609,-0.002696753,0.026590798,0.007413156,-0.053557866,-0.012264895,-0.066159495,0.118096414,-0.015112529,-0.004096428,-0.005739621,0.02788006,0.011372913,0.002334632,0.039790704,-0.005737145,0.001125996,0.029538849,0.001693156,0.187629626,0.007072517,-0.081793349,-0.0055051,-0.01226144,-0.001411666,-0.002364613,-0.008432376,-0.02337259,-0.001568969,-0.005684574
delinq_amnt,0.005538847,0.002936829,0.002936829,0.002944938,0.006576433,0.003536311,0.007510934,-0.007384368,0.021903273,-0.008218459,-0.02936416,-0.003372759,-0.000914676,-0.002145408,0.02090664,-0.004716117,0.002176019,0.00286716,0.00287002,0.003285174,0.003291918,0.001743105,0.007163701,-0.001553374,-0.000858989,-0.000729173,-0.001033835,0.000238008,-0.059927576,,0.203593827,0.006081934,0.021128271,-0.009324602,-0.009787239,-0.009043132,-0.01053184,0.017549276,-0.010296435,-0.012987412,-0.006503407,-0.009712793,-0.006100917,-0.00429206,0.014980491,-0.005119569,-0.005572466,-0.006143128,-0.010015349,0.020322175,-0.001704816,-0.011577544,0.002151287,1,0.003154035,0.011722913,0.002735701,0.010601017,0.015825977,0.000904806,0.008592327,0.011179663,-0.006486168,0.014850585,-0.00240032,0.00182687,-0.001924068,0.001409157,-0.008038333,-0.000563363,0.006262044,-0.000623294,-0.004265714,0.511286855,0.025601693,0.037875147,-0.007076694,-0.006758474,-0.012289715,-0.003290693,0.000754673,0.021819245,0.002328894,-0.003318678,-0.004727824,0.00300498
mo_sin_old_il_acct,0.024862204,0.128315975,0.128315975,0.128326231,-0.064074431,0.104307273,0.114589731,0.038741664,0.079400323,0.018950315,0.006115266,-0.084959526,0.154499434,0.027319743,0.112653974,0.071009027,0.345180351,0.04552024,0.045532639,0.103650199,0.103665237,0.097544219,0.079180061,0.007870977,0.009560201,0.008997511,0.041957263,0.011087421,-0.010829289,,0.015119711,0.020946911,0.175710422,0.01293766,0.164200117,0.035676682,0.048044939,0.08065889,0.205499964,-0.012431652,-0.013971567,-0.027972131,0.126863751,0.060367197,0.106084568,0.005843057,0.117725955,0.019590145,0.001975105,0.116688112,0.031815883,0.062527541,0.011543397,0.003154035,1,0.215153913,0.033752679,0.01004549,0.186867625,0.055483499,0.01161448,-0.019661476,0.006087487,0.117041953,0.045494576,0.078254473,0.042539777,0.115405555,0.349819401,0.070669317,0.145920299,0.077246607,0.15332892,-0.002381681,0.015557752,0.051234252,0.010021276,-0.106895932,0.060431925,0.01857561,0.014047565,0.183697447,0.215202149,0.091613379,0.219222696,0.013852044
mo_sin_old_rev_tl_op,0.047339627,0.178003378,0.178003378,0.178012308,-0.133393086,0.153985731,0.147457627,0.041011874,0.082992724,0.001245123,-0.039811109,-0.132421624,0.145551062,0.035953376,0.243907961,0.028251659,0.28547993,0.047353559,0.047368919,0.15326741,0.153282602,0.153185012,0.090953087,0.006567753,0.003464914,0.004090833,0.056762237,-0.008126137,-0.011708877,,0.030812971,0.029641342,0.190433416,-0.015188767,-0.067122859,-0.005783205,-0.007429748,0.039392297,0.024176875,-0.095269247,-0.042839546,-0.067115881,0.245899409,-0.061674656,0.287958421,-0.043976114,0.0734846,-0.038190679,-0.052651025,0.135960208,0.178503817,0.012550614,0.03056357,0.011722913,0.215153913,1,0.084191052,0.039285177,0.293351984,0.134308197,0.015173683,0.004926932,0.001485624,0.072226108,0.125159208,0.16276221,0.159169594,0.309502111,-0.007891413,0.195440517,0.357023025,0.160363803,0.141809887,0.007757578,0.022813122,0.037809897,-0.026293201,-0.079333385,0.028556189,0.034270116,0.018351069,0.224138063,0.125839144,0.269187456,0.048489477,0.02691799
mo_sin_rcnt_rev_tl_op,0.011749458,0.056938497,0.056938497,0.056952795,-0.088236761,0.034394832,0.029455807,-0.004834245,0.031174715,-0.187856277,-0.069903967,0.043514055,-0.237270683,-0.063209448,0.01784066,0.177230679,-0.17595556,0.057681376,0.057689043,0.021603497,0.021607263,0.024440119,0.009869776,0.000537614,-0.025681371,-0.02565343,-0.01333146,-0.018020921,-0.076985992,,0.007552392,-0.012645004,0.034762123,-0.360192591,-0.008601685,-0.058397036,-0.065888182,0.05524064,-0.009941094,-0.067971272,-0.468857348,-0.465042732,0.109451826,0.100786235,-0.063963131,-0.070469781,-0.019873043,-0.172172863,-0.411230141,0.163813515,-0.072983815,0.125710719,0.000983609,0.002735701,0.033752679,0.084191052,1,0.597919872,0.02854975,0.622691431,-0.085876739,0.155722099,-0.05648098,-0.037902172,-0.165140342,-0.233983965,-0.201590955,-0.192320502,-0.022256098,-0.287213492,-0.248367271,-0.232058355,-0.236223728,-0.004402373,0.006417827,0.01749361,-0.410356714,-0.030630219,0.122806498,-0.08175902,-0.008247894,0.025324574,0.008664075,-0.032664692,0.007128944,0.046125874
mo_sin_rcnt_tl,0.023752621,0.027907111,0.027907111,0.027924018,-0.107688921,0.012761654,-0.040227057,-0.041405762,0.024440147,-0.230783708,-0.062317889,0.055712345,-0.235615876,-0.060681262,0.019079606,0.161079622,-0.218858113,0.044098002,0.04410043,0.002662484,0.002672028,0.008359858,-0.009294471,-0.010037515,-0.03138904,-0.030817246,-0.034980031,-0.013352532,-0.06915592,,0.011231548,-0.013679926,-0.079490463,-0.498070739,-0.105774988,-0.312432006,-0.289232533,0.329768442,-0.13199369,-0.221395091,-0.411210922,-0.36673894,0.081196203,0.015564104,-0.051819875,-0.170847236,-0.086708606,-0.267131654,-0.455737869,0.028520979,-0.063778665,0.127971375,-0.002696753,0.010601017,0.01004549,0.039285177,0.597919872,1,-0.062251686,0.36872029,-0.077273362,0.269989996,-0.061718166,-0.04117623,-0.096383229,-0.159087671,-0.136769295,-0.138545446,-0.131623258,-0.207795786,-0.18967938,-0.155632609,-0.234765408,0.0011362,0.009053141,0.01595413,-0.508306901,-0.024110762,0.120500733,-0.070590293,-0.015502532,-0.081671243,-0.094477723,-0.021077275,-0.118534498,0.046962136
mort_acc,0.074092128,0.232894549,0.232894549,0.232894165,-0.094195042,0.200044496,0.216813758,-0.007599275,0.071505617,0.044360757,-0.057001462,-0.117050578,0.13375957,-0.013951541,0.219597061,0.040331127,0.366570094,0.011302526,0.011331948,0.24026807,0.240281228,0.24097367,0.137535839,0.005728074,0.015295995,0.01388974,0.162572861,-0.008280377,-0.051810219,,0.021130584,-0.000157806,0.538283777,0.05554738,-0.001352391,0.080542681,0.105001508,-0.06130053,0.105306425,-0.042354495,-0.030445887,-0.048812878,0.234742726,-0.010589972,0.240759536,0.080047829,0.188602428,0.105424541,0.069335873,0.464384211,0.132043712,0.017019662,0.026590798,0.015825977,0.186867625,0.293351984,0.02854975,-0.062251686,1,0.057985174,-0.011256754,-0.059212217,-0.021561204,0.056220223,0.034160367,0.057619646,0.067512818,0.186546842,0.095405341,0.083807667,0.220311202,0.056484934,0.131648685,0.008119982,0.013689298,0.033178353,0.065300456,-0.032018083,0.018059236,-0.010186855,-0.010985407,0.546437985,0.165606203,0.211276126,0.125474085,0.028103203
mths_since_recent_bc,0.01787758,0.041880153,0.041880153,0.041901937,-0.074855924,0.02054055,0.026281837,0.005386665,0.051007014,-0.128294472,-0.072722564,0.016147611,-0.205199478,-0.046820366,0.026358287,0.14498201,-0.122799316,0.027901193,0.027917544,0.030697376,0.030706035,0.031357609,0.019617571,0.003188464,-0.014350158,-0.014697967,-0.00694199,-0.010725282,-0.086175383,,0.017988184,-0.008243499,0.056625859,-0.246454957,-0.009817886,-0.033548445,-0.043285006,0.050451058,-0.002103579,-0.052837064,-0.357073298,-0.390711942,0.093276513,0.091050177,-0.058199813,-0.056657213,0.016683368,-0.124801253,-0.337477957,0.169053196,-0.118778313,0.146771309,0.007413156,0.000904806,0.055483499,0.134308197,0.622691431,0.36872029,0.057985174,1,-0.082398432,0.09097755,-0.066240208,-0.017695977,-0.251520225,-0.208717485,-0.289974606,-0.229796519,-0.003690332,-0.251640252,-0.193282887,-0.206672256,-0.204633049,0.003836389,0.011651733,0.02526025,-0.305147473,-0.047282058,0.14684992,-0.068099902,-0.000265139,0.046420114,0.017714802,-0.091769976,0.011876862,0.037592878
mths_since_recent_bc_dlq,-0.000475316,-0.027746047,-0.027746047,-0.02771149,-0.027713297,-0.033533891,-0.057566197,0.018519733,-0.477685795,0.03327845,0.768032318,-0.127378757,-0.013188572,0.097177663,-0.031913827,-0.002230169,0.00758957,0.005939815,0.005924174,-0.03240502,-0.032373443,-0.030982536,-0.023706731,-0.029983,-0.000392164,0.001862248,-0.008846803,-0.021899286,0.5897633,,-0.109628978,0.086901225,-0.045195411,0.070549682,-0.015379166,0.057456217,0.072208471,-0.007229144,-0.001009249,0.084702242,0.093601479,0.137349964,-0.027528088,0.047528542,-0.043145601,0.047713564,-0.003404635,0.045789573,0.151484076,-0.033775224,-0.041060788,0.024369683,-0.053557866,0.008592327,0.01161448,0.015173683,-0.085876739,-0.077273362,-0.011256754,-0.082398432,1,-0.006860248,0.890915029,0.166569514,-0.017201839,0.01464698,-0.034589969,0.02042596,0.005370252,-0.002573382,0.009692154,0.014554125,-0.012375155,-0.005873299,-0.10088977,-0.169451563,0.109258824,0.071818428,0.019016205,0.095934621,0.018298914,-0.055311321,-0.019278308,-0.052869537,-0.032781948,0.003289974
mths_since_recent_inq,0.013499912,0.005763835,0.005763835,0.005774208,-0.133037409,-0.008575065,-0.047526498,0.009639521,-0.031359654,-0.562846799,0.001646074,0.058375853,-0.105284479,-0.050641232,0.009278899,0.097493968,-0.129273821,0.041208564,0.04121348,-0.015771327,-0.015766973,-0.008439646,-0.025419036,-0.011134107,-0.030536932,-0.029824835,-0.041187832,-0.013165305,0.019156528,,0.006273856,-0.020095309,-0.059122178,-0.31212858,-0.037637118,-0.20105856,-0.137445865,0.115893208,-0.072398384,-0.102370877,-0.232381168,-0.180940134,0.056149347,0.018105967,-0.02555863,-0.222917949,-0.048592921,-0.536628714,-0.217875331,-0.022092158,-0.02893787,0.089742429,-0.012264895,0.011179663,-0.019661476,0.004926932,0.155722099,0.269989996,-0.059212217,0.09097755,-0.006860248,1,-0.008968903,-0.048087226,-0.033856126,-0.068172375,-0.073490951,-0.082456537,-0.076517486,-0.097566513,-0.105488613,-0.059523994,-0.103548807,0.003564374,0.008542339,-0.023234274,-0.301918538,0.030521229,0.083188628,-0.061056935,-0.00907547,-0.059873291,-0.046780548,-0.003072359,-0.055840199,0.057960482
mths_since_recent_revol_delinq,-0.015151969,-0.010910231,-0.010910231,-0.010880907,-0.026862338,-0.021075307,-0.039092949,0.011692648,-0.52001516,0.030364747,0.867394276,-0.086762222,-0.047416878,0.089942301,-0.027767131,0.018295868,-0.014156481,0.030869115,0.030856303,-0.036454294,-0.036429588,-0.035345123,-0.02545459,-0.024738385,0.000531812,0.000343217,-0.005205598,-0.028139774,0.579793557,,-0.108424097,0.069851982,-0.045915899,0.061601765,-0.014698874,0.061412667,0.068164128,-0.012212744,0.009035598,0.067996247,0.066153674,0.101714292,-0.002077184,0.051726142,-0.043328081,0.036101264,-0.002913646,0.038224692,0.125592558,-0.023465463,-0.032529352,0.025834879,-0.066159495,-0.006486168,0.006087487,0.001485624,-0.05648098,-0.061718166,-0.021561204,-0.066240208,0.890915029,-0.008968903,1,0.142500875,-0.000289851,-0.01389477,-0.013548909,0.017887816,0.009291259,-0.041771795,-0.022249642,-0.014407675,-0.046863321,-0.018606785,-0.097649543,-0.167533872,0.095998784,0.095611802,0.016921509,0.098858099,0.010962514,-0.056020932,-0.010455671,-0.033407932,-0.019387869,0.002890146
num_accts_ever_120_pd,-0.015188238,-0.060583919,-0.060583919,-0.060586341,0.051265889,-0.048688132,0.006930795,-0.026628582,0.19768013,0.049059241,0.016650447,-0.169194655,0.025781265,0.01364849,-0.082697077,-0.017926631,0.147246053,-0.034666337,-0.034673877,-0.034615461,-0.034612873,-0.036045646,-0.017786223,0.000599663,0.007258276,0.005788764,-0.008878232,0.044219551,-0.073406172,,0.0157946,0.12434179,0.007725535,0.078320672,0.096393617,0.043410821,0.043530163,-0.003160042,0.076270115,0.103824575,0.084985406,0.085318221,-0.113722181,0.090340778,-0.108712057,0.072789849,0.005834019,0.082996871,0.084661519,0.012431604,-0.088299029,-0.012212882,0.118096414,0.014850585,0.117041953,0.072226108,-0.037902172,-0.04117623,0.056220223,-0.017695977,0.166569514,-0.048087226,0.142500875,1,-0.056731972,-0.023989293,-0.068944371,0.061081597,0.132325973,-0.018264062,0.078970736,-0.018893875,0.026012376,0.025256309,-0.005153542,0.286534734,0.088347714,-0.57619541,-0.013555323,-0.032298616,0.01347334,-0.00192934,0.018267492,-0.13315987,0.046993389,-0.011650374
num_actv_bc_tl,-0.004459137,0.190907095,0.190907095,0.190894233,0.027489194,0.196354868,0.125554409,0.100973305,-0.035457593,0.079936887,0.024842878,0.018807318,0.561817603,-0.031197833,0.332225861,0.108909355,0.312040029,0.07787038,0.077867263,0.140066332,0.140068803,0.123335929,0.133256925,0.002727133,0.018916563,0.01912113,0.035030432,-0.006525297,0.042276438,,-0.007860548,-0.016849414,0.105643548,0.118971249,0.005235589,-0.03336286,-0.015693433,0.012650326,0.035037887,-0.075215115,0.244040729,0.325461338,0.222038293,-0.017278799,0.393206654,-0.003178955,-0.067974336,0.051713319,0.229510831,-0.116516851,0.259499969,0.078784871,-0.015112529,-0.00240032,0.045494576,0.125159208,-0.165140342,-0.096383229,0.034160367,-0.251520225,-0.017201839,-0.033856126,-0.000289851,-0.056731972,1,0.822686867,0.836350958,0.600156322,-0.014802422,0.667927378,0.465543432,0.817663185,0.561053061,-0.009857729,-0.003960218,-0.027706907,0.164573726,0.128213475,0.038538251,-0.058190152,0.008646171,0.14068046,0.169157492,0.479275649,0.048334782,-0.024694603
num_actv_rev_tl,-0.004022126,0.148596124,0.148596124,0.148561897,0.087354396,0.156833589,0.094093647,0.147461197,0.002231099,0.13223049,0.006771513,0.02914656,0.674635102,0.002381004,0.329142379,0.111846274,0.418731081,0.044834976,0.044827611,0.126915491,0.126898617,0.101974315,0.149475637,0.0064787,0.029288127,0.029659539,0.025782042,0.005699684,0.028027095,,0.003880423,-0.006398131,0.105665393,0.190365257,0.013036946,-0.008239828,0.013503821,-0.002510958,0.044575798,-0.051920399,0.334197875,0.433414423,0.136399387,0.001817639,0.365670836,0.008842927,0.026163341,0.089730632,0.342229693,-0.148943682,0.125539118,0.126489872,-0.004096428,0.00182687,0.078254473,0.16276221,-0.233983965,-0.159087671,0.057619646,-0.208717485,0.01464698,-0.068172375,-0.01389477,-0.023989293,0.822686867,1,0.680435299,0.504856541,0.017828458,0.798018937,0.590444691,0.985623053,0.671829189,-0.005081921,0.005667964,-0.012180869,0.258978729,0.096814846,0.098548224,-0.010328986,0.00993199,0.134569558,0.169049205,0.305450806,0.047335871,-0.047043493
num_bc_sats,-0.013146134,0.21497543,0.21497543,0.214975605,-0.057060816,0.209199818,0.143712765,0.060856843,-0.031391872,0.127776608,0.017426283,-0.014231715,0.644460659,-0.039093497,0.295121454,-0.123478308,0.414185428,0.092750986,0.092753831,0.141157825,0.141168706,0.138232926,0.090748464,-0.004761637,0.012707422,0.012827353,0.065786357,0.001842342,0.024876874,,-0.006676313,-0.014906586,0.119854834,0.183931014,-0.00522984,0.006507972,0.019774451,-0.018674255,0.041879558,-0.069532786,0.312726311,0.404262026,0.205307497,-0.200710625,0.508620002,0.020526041,-0.041478409,0.101719149,0.312353298,-0.122745727,0.50108066,-0.172993859,-0.005739621,-0.001924068,0.042539777,0.159169594,-0.201590955,-0.136769295,0.067512818,-0.289974606,-0.034589969,-0.073490951,-0.013548909,-0.068944371,0.836350958,0.680435299,1,0.748530485,-0.001857669,0.768407506,0.597118178,0.666030685,0.641903575,-0.009444245,-0.003553828,-0.016314967,0.243409802,0.150202297,-0.156918141,-0.05449832,-0.002504019,0.180247314,0.157335416,0.61684208,0.058127009,-0.010584126
num_bc_tl,0.058848659,0.194992311,0.194992311,0.194981844,-0.083528528,0.186786297,0.144138203,0.042285386,0.032780922,0.144885603,-0.001619703,-0.185319873,0.54502037,-0.010451242,0.241909571,-0.130485247,0.627940119,-0.00574455,-0.005731194,0.199740667,0.199750323,0.20249567,0.103278882,-0.004374467,0.029737487,0.028372262,0.117328136,-0.011186889,0.006365188,,0.010155638,0.016522085,0.135973444,0.189156912,-0.013686006,0.031120485,0.049132749,-0.028354529,0.04922849,-0.063711703,0.294487009,0.375760882,0.186942797,-0.212986549,0.43636589,0.048214072,0.01602257,0.123504433,0.304065993,-0.057845201,0.436468871,-0.158507391,0.02788006,0.001409157,0.115405555,0.309502111,-0.192320502,-0.138545446,0.186546842,-0.229796519,0.02042596,-0.082456537,0.017887816,0.061081597,0.600156322,0.504856541,0.748530485,1,0.046300266,0.654727741,0.839212179,0.505931231,0.541592574,-0.001478921,0.007888524,0.018168325,0.240437462,0.058557879,-0.134024772,0.000909979,-0.010713499,0.189979026,0.137178322,0.510557536,0.057921231,-0.021500188
